id	name	inchikey
DB03661	L-cysteic acid	XVOYSCVBGLVSOL-REOHCLBHSA-N
DB03662	Vitamin B6 Complexed with 2-Amino-Pentanoic Acid	YYAMSLLSQINIQO-NSHDSACASA-N
DB03663	1-[(2-Amino-6,9-Dihydro-1h-Purin-6-Yl)Oxy]-3-Methyl-2-Butanol	BEXUQVHWMLPYKY-UHFFFAOYSA-N
DB03664	P1-(adenosine-5'-P5-(uridine-5')pentaphosphate	CPTLFMDLEWCNMJ-KPKSGTNCSA-N
DB03666	Zidovudine monophosphate	OIFWQOKDSPDILA-XLPZGREQSA-N
DB03667	Acetic Acid Salicyloyl-Amino-Ester	PCFWLDHLJWUGSU-UHFFFAOYSA-N
DB03668	6-oxouridine 5'-phosphate	AODYJUNLDJOADV-YXZULKJRSA-N
DB03669	4-Fluorophenethyl Alcohol	MWUVGXCUHWKQJE-UHFFFAOYSA-N
DB03670	2-(Oxalyl-Amino)-4,5,6,7-Tetrahydro-Thieno[2,3-C]Pyridine-3-Carboxylic Acid	ZIBMATWHOAGNTR-UHFFFAOYSA-N
DB03671	Digoxigenin	SHIBSTMRCDJXLN-KCZCNTNESA-N
DB03672	9-N-Phenylmethylamino-Tacrine	JYJAEHAURXXPSD-UHFFFAOYSA-N
DB03673	beta-2-Thienyl-L-alanine	WTOFYLAWDLQMBZ-LURJTMIESA-N
DB03675	2,3-Dihydroxy-Valerianic Acid	PDGXJDXVGMHUIR-UJURSFKZSA-N
DB03676	Cystein-S-Yl Cacodylate	HBKZDQYWGRUTJX-BYPYZUCNSA-N
DB03677	N-Cyclohexyl-N'-Decylurea	LPXYBLIRYGCMPQ-UHFFFAOYSA-N
DB03678	(6,7-Difluoro-Quinazolin-4-Yl)-(1-Methyl-2,2-Diphenyl-Ethyl)-Amine	WVGZKPGUHOZIJQ-HNNXBMFYSA-N
DB03679	2-Hydroxy-Tryptophan	VAUYGGXCASQWHK-QMMMGPOBSA-N
DB03680	Tartronate	ROBFUDYVXSDBQM-UHFFFAOYSA-L
DB03682	Dibenzofuran-4,6-Dicarboxylic Acid	HBBGSNOHAGNQRQ-UHFFFAOYSA-N
DB03683	2-{[Formyl(Hydroxy)Amino]Methyl}-4-Methylpentanoic Acid	LFMOJNDZFCHHPV-SSDOTTSWSA-N
DB03685	Uridine monophosphate	DJJCXFVJDGTHFX-XVFCMESISA-N
DB03686	S-(4-nitrobenzyl)glutathione	OAWORKDPTSAMBZ-STQMWFEESA-N
DB03687	4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol	YFAUKWZNPVBCFF-XHIBXCGHSA-N
DB03688	Hydracrylic acid	ALRHLSYJTWAHJZ-UHFFFAOYSA-N
DB03690	(Z,Z)-4-Hydroxy-N,N,N-Trimethyl-10-Oxo-7-[(1-Oxo-9-Octadecenyl)Oxy]-3,5,9-Trioxa-4-Phosphaheptacos-18-En-1-Aminium-4-Oxide	SNKAWJBJQDLSFF-NVKMUCNASA-O
DB03691	WRR-112	KVZMXOVSHIMGNA-HOTGVXAUSA-N
DB03692	1-Hexadecanosulfonyl-O-L-Serine	NKAIXQDVYXAWPS-SFHVURJKSA-N
DB03693	N-(2-Aminoethyl)-5-Chloroisoquinoline-8-Sulfonamide	OGKYMFFYOWUTKV-UHFFFAOYSA-N
DB03694	N-phenylthiourea	FULZLIGZKMKICU-UHFFFAOYSA-N
DB03695	Piritrexim	VJXSSYDSOJBUAV-UHFFFAOYSA-N
DB03696	Lanosterol	CAHGCLMLTWQZNJ-BQNIITSRSA-N
DB03697	4-Sulfonamide-[1-(4-Aminobutane)]Benzamide	ZDYFRIZTYRFPJC-UHFFFAOYSA-N
DB03698	5-Mercaptoethanol-2-decenoyl-coenzyme A	IJSMUHMCIYOVMM-UAQBTBCQSA-O
DB03699	Succinyl-Coenzyme A	VNOYUJKHFWYWIR-ITIYDSSPSA-N
DB03700	D-Threonine	AYFVYJQAPQTCCC-PWNYCUMCSA-N
DB03701	Vanoxerine	NAUWTFJOPJWYOT-UHFFFAOYSA-N
DB03702	N-{4-[(Carboxymethyl)carbamoyl]benzoyl}-L-valyl-N-[(3S)-1,1,1-trifluoro-4-methyl-2-oxo-3-pentanyl]-L-prolinamide	MRTSIBBMOWLRPY-IHPCNDPISA-N
DB03703	Cyclohexanol	HPXRVTGHNJAIIH-UHFFFAOYSA-N
DB03704	12-Hydroxydodecanoic Acid	ZDHCZVWCTKTBRY-UHFFFAOYSA-N
DB03705	6-Methylamino-5-Nitroisocytosine	NMCMUSAXKISTKW-UHFFFAOYSA-N
DB03706	1-Hydroxy-2-S-glutathionyl-3-para-nitrophenoxy-propane	YWXHXYSGHBAIBL-KKUMJFAQSA-N
DB03707	S-Ethyl-N-Phenyl-Isothiourea	LAXNJIWNBHHMDO-UHFFFAOYSA-N
DB03708	Adenosine 5'-phosphosulfate	IRLPACMLTUPBCL-KQYNXXCUSA-N
DB03709	Bicine	FSVCELGFZIQNCK-UHFFFAOYSA-N
DB03710	[(1S)-4-(1-Aminobutylideneamino)-1-carboxybutyl]azanium	KRILJVOCVSUPMA-ZETCQYMHSA-O
DB03711	6-Hydroxy-6-Methyl-Heptan-3-One	FGPMBONEKHYAHO-UHFFFAOYSA-N
DB03712	RU85053	CEKLBQMULVLLTD-VMPREFPWSA-N
DB03714	4-Carbamoyl-4-{[6-(Difluoro-Phosphono-Methyl)-Naphthalene-2-Carbonyl]-Amino}-Butyric Acid	OWWCIKSGGKYNHT-ZDUSSCGKSA-N
DB03716	5'-Fluoro-5'-Deoxyadenosine	QPVLKMICBYRPSX-KQYNXXCUSA-N
DB03717	3-Hydroxy-4-(3,4,5-trihydroxy-tetrahydro-pyran-2-yloxy)-piperidin-2-one	BHZMHPRIYUPDCT-BQWZOORQSA-N
DB03718	6-aza uridine 5'-monophosphate	LRVZOSYMNMNQFR-SHUUEZRQSA-N
DB03719	N-Ethyl-5'-Carboxamido Adenosine	JADDQZYHOWSFJD-BMYQGPEFSA-N
DB03720	alpha,beta-Dehydroaminobutyric acid	PAWSVPVNIXFKOS-IHWYPQMZSA-N
DB03721	N-acetyl-alpha-neuraminic acid	SQVRNKJHWKZAKO-YRMXFSIDSA-N
DB03722	3,4-Dihydro-5-Methyl-Isoquinolinone	RLLZPXDJYADIEU-UHFFFAOYSA-N
DB03723	2'-Deoxy-Thymidine-Beta-L-Rhamnose	ZOSQFDVXNQFKBY-CGAXJHMRSA-N
DB03724	(1s,2s)-1-Amino-1-(1,3-Thiazol-2-Yl)Propan-2-Ol	QWDNYLFSFTUIKH-UHNVWZDZSA-N
DB03725	5'-Guanylylmethylenebisphosphonate	PHBDHXOBFUBCJD-KQYNXXCUSA-N
DB03726	Purine Riboside-5'-Monophosphate	MCWDCZIDTUQRHK-FDDDBJFASA-N
DB03727	Coproporphyrin I	VORBHEGMEBOMMB-JRHDEHKPSA-N
DB03728	p-Chlorobenzoic acid	XRHGYUZYPHTUJZ-UHFFFAOYSA-N
DB03729	2-Amino-1H-benzimidazol-5-ol	FNSYWIPPPFVBAV-UHFFFAOYSA-N
DB03730	3,9-Dimethyladenine	YXTNRNJPEDJTNF-UHFFFAOYSA-O
DB03731	S-2-(Boronoethyl)-L-Cysteine	XLVRIIJULVQAMP-BYPYZUCNSA-N
DB03732	Etheno-Nadp	KWEQFQACRLGUSH-QJWJOKBXSA-N
DB03733	Ethylene Dichloride	WSLDOOZREJYCGB-UHFFFAOYSA-N
DB03734	Xylarohydroxamate	DMGBHBFPSRKPBV-XZIMBLGRSA-M
DB03735	9-(2-Deoxy-Beta-D-Ribofuranosyl)-6-Methylpurine	SJXRKKYXNZWKDB-DJLDLDEBSA-N
DB03736	2-Cyclopropylmethylenepropanal	NOQCSSAEKDLHCI-LURJTMIESA-N
DB03737	4-((3r,4s,5r)-4-Amino-3,5-Dihydroxy-Hex-1-Ynyl)-5-Fluoro-3-[1-(3-Methoxy-1h-Pyrrol-2-Yl)-Meth-(Z)-Ylidene]-1,3-Dihydro-Indol-2-One	RAKYKJWUUUKCCW-MPLBGYFPSA-N
DB03738	Pantothenoylaminoethenethiol	GVPONLWGQFZYSV-UDIARPCQSA-N
DB03739	3-Hydroxyimino Quinic Acid	WASIBXJFRXJWAR-GKQOBJDDSA-N
DB03740	N-acetyl-alpha-D-glucosamine	OVRNDRQMDRJTHS-PVFLNQBWSA-N
DB03741	2-Methylbutanoic Acid	WLAMNBDJUVNPJU-SCSAIBSYSA-N
DB03742	Compound 4-D	TWZNCTCQAGRUGQ-RRPNLBNLSA-N
DB03744	Cp403700, (S)-1-{2-[(5-Chloro-1h-Indole-2-Carbonyl)-Amino]-3-Phenyl-Propionyl}-Azetidine-3-Carboxylate	RONLONYAIBUEKT-IBGZPJMESA-N
DB03745	Arabinose-5-phosphate	VJDOAZKNBQCAGE-WDCZJNDASA-N
DB03746	3-Amino-4,5-Dihydroxy-Cyclohex-1-Enecarboxylate	WPZSUTUAATWRPU-KVQBGUIXSA-M
DB03747	N-Acetyl-glucosamine thiazoline	DRHXTSWSUAJOJZ-FMDGEEDCSA-N
DB03748	Methyl-[4-(4-Piperidine-1-Ylmethyl-Phenyl)-Cyclohexyl]-Carbaminic Acid-(4-Chlorophenyl)-Ester	AMKFOVYTEUFMCU-HCGLCNNCSA-N
DB03749	4-(1h-Imidazol-4-Yl)-3-(5-Ethyl-2,4-Dihydroxy-Phenyl)-1h-Pyrazole	ATORUNMAUREKMH-UHFFFAOYSA-N
DB03750	Isovaleric Acid	GWYFCOCPABKNJV-UHFFFAOYSA-N
DB03751	2'deoxy-Thymidine-5'-Diphospho-Alpha-D-Glucose	YSYKRGRSMLTJNL-URARBOGNSA-N
DB03752	P-(2'-Iodo-5'-Thenoyl)Hydrotropic Acid	UIZPHGUBGPJBAR-QMMMGPOBSA-N
DB03753	Flurbiprofen Methyl Ester	CPJBKHZROFMSQM-NSHDSACASA-N
DB03754	Tromethamine	LENZDBCJOHFCAS-UHFFFAOYSA-N
DB03755	Adenosine-5'-[Beta, Gamma-Methylene]Tetraphosphate	ARRGHMSEJJFDME-IOSLPCCCSA-N
DB03756	Doconexent	MBMBGCFOFBJSGT-KUBAVDMBSA-N
DB03757	N-{[(2-Methyl-2-propanyl)oxy]carbonyl}-L-alanyl-L-alaninamide	OAXZAMSRJZWMEV-BQBZGAKWSA-N
DB03758	Radicicol	WYZWZEOGROVVHK-GTMNPGAYSA-N
DB03759	FG-9041	RWVIMCIPOAXUDG-UHFFFAOYSA-N
DB03760	Dihydrolipoic Acid	IZFHEQBZOYJLPK-SSDOTTSWSA-N
DB03761	5-fluoro-2'-deoxyuridine-5'-monophosphate	HFEKDTCAMMOLQP-RRKCRQDMSA-N
DB03763	5-methyl-2'-deoxypseudouridine	AMDJRICBYOAHBZ-XLPZGREQSA-N
DB03764	4-Hydroperoxy-2-Methoxy-Phenol	DNBCLSZROQUYQN-UHFFFAOYSA-N
DB03765	2'-cytidylic acid	YQUAKORMLHPSLZ-XVFCMESISA-N
DB03766	Propanoic acid	XBDQKXXYIPTUBI-UHFFFAOYSA-N
DB03767	Morpholine-4-Carboxylic Acid [1s-(2-Benzyloxy-1r-Cyano-Ethylcarbamoyl)-3-Methyl-Butyl]Amide	LXEDKIMJQBOMSU-MOPGFXCFSA-N
DB03768	N-[2-Hydroxy-2-(8-Isopropyl-6,9-Dioxo-2-Oxa-7,10-Diaza-Bicyclo[11.2.2]Heptadeca-1(16),13(17),14-Trien-11-Yl)-Ethyl]-N-(3-Methyl-Butyl)-Benzenesulfonamide,Inhibitor 3	WRUVOSYKHXGAQN-GKRYNVPLSA-N
DB03769	D-Eritadenine	LIEMBEWXEZJEEZ-INEUFUBQSA-N
DB03770	N-hydroxyguanidine	WFBHRSAKANVBKH-UHFFFAOYSA-N
DB03771	Allyl-{4-[3-(4-Bromo-Phenyl)-Benzofuran-6-Yloxy]-but-2-Enyl}-Methyl-Amine	KCNKJCHARANTIP-SNAWJCMRSA-N
DB03772	2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,5-Diol	TXGXIVBQPNUSRY-DDHJBXDOSA-N
DB03773	alpha-D-quinovopyranose	SHZGCJCMOBCMKK-DVKNGEFBSA-N
DB03774	Glutamyl Group	KABXUUFDPUOJMW-BYPYZUCNSA-O
DB03775	Dethiobiotin	AUTOLBMXDDTRRT-JGVFFNPUSA-N
DB03776	Lactaldehyde	BSABBBMNWQWLLU-VKHMYHEASA-N
DB03777	Bisindolylmaleimide I	QMGUOJYZJKLOLH-UHFFFAOYSA-N
DB03779	Glucosaminyl-(Alpha-6)-D-Myo-Inositol	HEPUIGACZYVUCD-YZRQSVRMSA-N
DB03780	2-Aminoquinazolin-4(3h)-One	SDTFBAXSPXZDKC-UHFFFAOYSA-N
DB03781	2-[4-(2,4-Dichlorophenoxy)Phenoxy]Propanoic Acid	OOLBCHYXZDXLDS-SECBINFHSA-N
DB03782	N-(1-adamantyl)-N'-(4-guanidinobenzyl)urea	YQPLKJCBEOVDBS-UHFFFAOYSA-N
DB03783	Phenacetin	CPJSUEIXXCENMM-UHFFFAOYSA-N
DB03784	Elaidamide	FATBGEAMYMYZAF-MDZDMXLPSA-N
DB03785	Mevinolinic acid	QLJODMDSTUBWDW-BXMDZJJMSA-N
DB03787	(5-Hydroxy-6-methyl-4-{[(E)-(3-oxo-1,2-oxazolidin-4-ylidene)amino]methyl}-3-pyridinyl)methyl dihydrogen phosphate	KFCQHWOGBVCKHR-UKTHLTGXSA-N
DB03788	GC-24	JYHIGYLGYNCMGI-UHFFFAOYSA-N
DB03789	2,3-Dimethylimidazolium Ion	GIWQSPITLQVMSG-UHFFFAOYSA-O
DB03790	L-methionine sulfone	UCUNFLYVYCGDHP-BYPYZUCNSA-N
DB03791	GW-3965	NAXSRXHZFIBFMI-UHFFFAOYSA-N
DB03792	5-Aminouracil	BISHACNKZIBDFM-UHFFFAOYSA-N
DB03793	Benzoic acid	WPYMKLBDIGXBTP-UHFFFAOYSA-N
DB03794	Trifluoroalanine	HMJQKIDUCWWIBW-SFOWXEAESA-N
DB03795	2-Dehydropantoate	PKVVTUWHANFMQC-UHFFFAOYSA-N
DB03796	Palmitic Acid	IPCSVZSSVZVIGE-UHFFFAOYSA-N
DB03797	3-Aminomethyl-Pyridinium-Adenine-Dinucleotide	HMCRLFVYYFBZEZ-PLEFRAQWSA-N
DB03798	2'-Deoxycytidine-5'-Monophosphate	NCMVOABPESMRCP-SHYZEUOFSA-N
DB03799	Trifluoromethionine	YLJLTSVBCXYTQK-VKHMYHEASA-N
DB03800	Deoxyuridine monophosphate	JSRLJPSBLDHEIO-SHYZEUOFSA-N
DB03801	Lysine Nz-Carboxylic Acid	PWIKLEYMFKCERQ-YFKPBYRVSA-N
DB03802	1-[4-(Octahydro-Pyrido[1,2-a]Pyrazin-2-Yl)-Phenyl]-2-Phenyl-1,2,3,4-Tetrahydro-Isoquinolin-6-Ol	ZGHFWBDHZZKWSI-LITSAYRRSA-N
DB03803	N,N-[2,5-O-dibenzyl-glucaryl]-DI-[valinyl-aminomethanyl-pyridine]	SVFLQOLSPWURCD-CXPJILFNSA-N
DB03804	5-Bromothienyldeoxyuridine	IGUZFFOBAZCVRK-VAOFZXAKSA-N
DB03807	1-(2-Chlorophenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester	XQCKNCFQOJFQFK-UHFFFAOYSA-N
DB03808	Hexamidine	OQLKNTOKMBVBKV-UHFFFAOYSA-N
DB03809	9-Butyl-8-(3-Methoxybenzyl)-9h-Purin-6-Amine	BWLWUGBHOXIUBP-UHFFFAOYSA-N
DB03810	3-Methylglutamic acid	FHJNAFIJPFGZRI-WUJLRWPWSA-N
DB03811	Histidinol	ZQISRDCJNBUVMM-YFKPBYRVSA-O
DB03812	3-{2,6,8-trioxo-9-[(2S,3R,4R)-2,3,4,5-tetrahydroxypentyl]-1,2,3,6,8,9-hexahydro-7H-purin-7-Yl}propyl dihydrogen phosphate	KPHFGOGGKPGLTM-LKEWCRSYSA-N
DB03813	2-Decenoyl N-Acetyl Cysteamine	HYDKTIAWESXLEF-KTKRTIGZSA-N
DB03814	2-(N-morpholino)ethanesulfonic acid	SXGZJKUKBWWHRA-UHFFFAOYSA-N
DB03815	Fucitol	SKCKOFZKJLZSFA-KCDKBNATSA-N
DB03816	Difluoromethionine	YHBNXKYHZMAFED-VKHMYHEASA-N
DB03817	L-2,4-diaminobutyric acid	OGNSCSPNOLGXSM-VKHMYHEASA-N
DB03818	N-[Tosyl-D-Prolinyl]Amino-Ethanethiol	NWUYDTGYTUQMDG-CYBMUJFWSA-N
DB03819	Salicylhydroxamic Acid	HBROZNQEVUILML-UHFFFAOYSA-N
DB03820	(2S,5R,6R)-6-({(6S)-6-[(Ammonioacetyl)amino]-6-carboxylatohexanoyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate	LDJWRKFRKCXUDO-RBQWDTSBSA-M
DB03821	2-Amino-3-Hydroxy-3-Phosphonooxy-Propionic Acid	JVLKWZAWYDOHCD-GPKNORDASA-N
DB03822	Ethyl dihydrogen phosphate	ZJXZSIYSNXKHEA-UHFFFAOYSA-N
DB03823	Epigallocatechin	XMOCLSLCDHWDHP-IUODEOHRSA-N
DB03824	7-Iodo-1,2,3,4-Tetrahydro-Isoquinoline	FFCFXJXBXUOFIU-UHFFFAOYSA-N
DB03825	Rhodamine 6G	XFKVYXCRNATCOO-UHFFFAOYSA-M
DB03826	5,6-Diaminouracil	BBTNLADSUVOPPN-UHFFFAOYSA-N
DB03827	(3s)-3,4-Di-N-Hexanoyloxybutyl-1-Phosphocholine	BRTDPJPTKQNAET-IBGZPJMESA-N
DB03828	RU78299	NAYNUXXSJZLKPW-UHFFFAOYSA-N
DB03829	Pseudouridine-5'-Monophosphate	MOBMOJGXNHLLIR-GBNDHIKLSA-N
DB03830	Phosphorylated Dihydropteroate	DNKVHXNVVYQUDC-UHFFFAOYSA-N
DB03831	[(Z)-octadec-9-enyl] (2R)-2,3-bis(oxidanyl)propanoate	JPJYKWFFJCWMPK-GDCKJWNLSA-N
DB03832	3-Carboxy-N,N,N-Trimethyl-2-(Octanoyloxy)Propan-1-Aminium	CXTATJFJDMJMIY-CYBMUJFWSA-O
DB03833	2-Prolyl-5-Tert-Butyl-[1,3,4]Oxadiazole	YUKGJYBQODPVBL-ZETCQYMHSA-N
DB03834	(3S)-3-(dioxidosulfanyl)-N-[(1Z)-3-oxoprop-1-en-1-yl]-4-(1H-1,2,3-triazol-1-yl)-D-valine	YGFMROFTTCPCKY-AARLMMRRSA-M
DB03835	N-[(5S,7R,8S,9S,10R)-8,9,10-Trihydroxy-7-(hydroxymethyl)-2,4-dioxo-6-oxa-1,3-diazaspiro[4.5]dec-3-yl]acetamide	MAHIOGAAEAWGLR-UTAYWCBXSA-N
DB03836	1,3,5-trichlorobenzene	XKEFYDZQGKAQCN-UHFFFAOYSA-N
DB03837	Morpholine-4-Carboxylic Acid (1-(3-Benzenesulfonyl-1-Phenethylallylcarbamoyl)-3-Methylbutyl)-Amide	YUMYYTORLYHUFW-ZUDLOMHPSA-N
DB03839	D-Tyrosine	OUYCCCASQSFEME-MRVPVSSYSA-N
DB03840	Tetra(Imidazole)Diaquacopper (Ii)	QHMVDLPUUJNKGZ-UHFFFAOYSA-N
DB03841	Niraxostat	AETHRPHBGJAIBT-UHFFFAOYSA-N
DB03842	2-Chloro-6-Methyl-Aniline	RFDXLWZZNPOBLL-MRVPVSSYSA-N
DB03843	Formaldehyde	WSFSSNUMVMOOMR-UHFFFAOYSA-N
DB03844	N-(2,6-Diflouro-Benzyl)-4-Sulfamoyl-Benzamide	ZFNCKGXGCCDDFN-UHFFFAOYSA-N
DB03845	P1-(5'-Adenosyl)P5-(5'-(3'azido-3'-Deoxythymidyl))Pentaphosphate	QNIWSXQXLJIUJW-SLFMBYJQSA-I
DB03846	2'-deoxy-5-(hydroxymethyl)uridine 5'-(dihydrogen phosphate)	WEBVWKFGRVLCNS-XLPZGREQSA-N
DB03847	gamma-carboxy-L-glutamic acid	UHBYWPGGCSDKFX-VKHMYHEASA-N
DB03848	Benzenesulfinic acid	JEHKKBHWRAXMCH-UHFFFAOYSA-N
DB03849	Cilomilast	CFBUZOUXXHZCFB-OYOVHJISSA-N
DB03850	Jaspisamide A	VMTDLKOWOZYTPX-RZKNNNBGSA-N
DB03851	Carbazole Butanoic Acid	HQAKVYGASUTQHH-UHFFFAOYSA-N
DB03852	Eucalyptol	WEEGYLXZBRQIMU-WAAGHKOSSA-N
DB03853	Reactive Red 6 hapten	PJONDRDKCIFXDA-CHQNLTHESA-N
DB03854	Cadaverine	VHRGRCVQAFMJIZ-UHFFFAOYSA-N
DB03855	L-Threonohydroxamate 4-Phosphate	CSVKNYIFCYRDJM-NUNKFHFFSA-N
DB03856	L-Eflornithine	VLCYCQAOQCDTCN-ZCFIWIBFSA-N
DB03857	1,4-dithio-beta-D-glucopyranose	MUOMBPNNVXJUGT-UKFBFLRUSA-N
DB03858	S-Acetonylcysteine	BYMSHHJFWDLNBG-YFKPBYRVSA-N
DB03859	1-thio-beta-D-glucopyranose	JUSMHIGDXPKSID-DVKNGEFBSA-N
DB03860	ICI-164384	BVVFOLSZMQVDKV-KXQIQQEYSA-N
DB03861	(2R,3R,4S,5R)-2-acetamido-3,4-dihydroxy-5-hydroxymethyl-piperidine	IWVRQJNSUOIUFV-VGRMVHKJSA-N
DB03862	Tetrahydrooxazine	KHVCOYGKHDJPBZ-WDCZJNDASA-N
DB03863	2-O-Methyl-beta-L-fucopyranose	YLAMTMNJXPWCQN-XUVCUMPTSA-N
DB03864	Monothioglycerol	PJUIMOJAAPLTRJ-GSVOUGTGSA-N
DB03865	6-Chloro-2-(2-Hydroxy-Biphenyl-3-Yl)-1h-Indole-5-Carboxamidine	FEKRWNWZMOSVBX-UHFFFAOYSA-O
DB03866	Prostaglandin G2	SGUKUZOVHSFKPH-YNNPMVKQSA-N
DB03867	3-nitro-L-tyrosine	FBTSQILOGYXGMD-LURJTMIESA-N
DB03868	3-Dehydroquinic Acid	WVMWZWGZRAXUBK-SYTVJDICSA-N
DB03869	5'-O-(L-Serylsulfamoyl)adenosine	HQXFJGONGJPTLZ-YTMOPEAISA-N
DB03870	Ara-Alpha(1,3)-Xyl	XAQWBYJKZNCZPL-DBMHWZGKSA-N
DB03871	lambda-bis(2,2'-bipyridine)imidazole ruthenium (II)	ZSRBWSVKDUMHBO-UHFFFAOYSA-N
DB03872	2,3-Dideoxyfucose	ZCYMCBOUZXAAJG-NGJCXOISSA-N
DB03874	(4e,8e,12z,16z)-N,N,4,8,13,17,21-Heptamethyldocosa-4,8,12,16,20-Pentaen-1-Amine	OBYAAZRQFIVRJS-GUUMBNHASA-N
DB03876	Thieno[2,3-B]Pyridine-2-Carboxamidine	GZEJMYFXZMUAEC-UHFFFAOYSA-O
DB03877	AL-4623	XACIEZJJSXJZMD-VIFPVBQESA-N
DB03878	N-[4-Methyl-3-[[4-(3-Pyridinyl)-2-Pyrimidinyl]Amino]Phenyl]-3-Pyridinecarboxamide	YWQVBESSYLICRX-UHFFFAOYSA-N
DB03879	alpha-L-methyl-fucose	OHWCAVRRXKJCRB-CXNFULCWSA-N
DB03880	Batimastat	XFILPEOLDIKJHX-QYZOEREBSA-N
DB03881	(2S,3R,4S,5S)-3,4-Dihydroxy-2-[(methylsulfanyl)methyl]-5-(4-oxo-4,5-dihydro-1H-pyrrolo[3,2-d]pyrimidin-7-yl)pyrrolidinium	CEGIKIXYDFDYDN-RXDXJJGDSA-O
DB03882	5-Alpha-Androstane-3-Beta,17beta-Diol	CBMYJHIOYJEBSB-YSZCXEEOSA-N
DB03883	Carboxyethyllumazine	PTYCEIBBGGLADD-PJKMHFRUSA-N
DB03884	Phenylpyruvic acid	BTNMPGBKDVTSJY-UHFFFAOYSA-N
DB03885	L-gamma-glutamyl-S-(naphthalen-1-ylmethyl)-L-cysteinylglycine	IHZCIRSQSFPOLH-IRXDYDNUSA-N
DB03886	Biopterin	LHQIJBMDNUYRAM-AWFVSMACSA-N
DB03887	Alpha-Adenosine Monophosphate	NVOIXARBSSLBAS-CRKDRTNXSA-N
DB03888	N-Allyl-6-{[3-(4-bromophenyl)-1-methyl-1H-indazol-6-yl]oxy}-N-methyl-1-hexanamine	FNZKIJOTNKEJBF-UHFFFAOYSA-N
DB03889	S-(N-hydroxy-N-bromophenylcarbamoyl)glutathione	OGZMPQOWGQBWAV-PRXAMGSTSA-N
DB03890	N-[2-(1-Formyl-2-Methyl-Propyl)-1-(4-Piperidin-1-Yl-but-2-Enoyl)-Pyrrolidin-3-Yl]-Methanesulfonamide	BSBJWRKWANAVRQ-POTLKAILSA-N
DB03891	Dibenzyl (carbonylbis{2,1-hydrazinediyl[(2S)-4-methyl-1-oxo-1,2-pentanediyl]})biscarbamate	HGDUWJVGIGLVOH-ZEQRLZLVSA-N
DB03892	5-N-Allyl-arginine	ZPQWZDPOLXVMOU-ZETCQYMHSA-O
DB03893	Thionicotinamide-Adenine-Dinucleotide	UQYPZLRUJKCREN-NNYOXOHSSA-N
DB03894	N-Propargyl-1(S)-Aminoindan	RUOKEQAAGRXIBM-LBPRGKRZSA-N
DB03895	Malachite Green	VFCNQNZNPKRXIT-UHFFFAOYSA-N
DB03896	Triphosphoric acid	UNXRWKVEANCORM-UHFFFAOYSA-N
DB03897	Phloretic acid	NMHMNPHRMNGLLB-UHFFFAOYSA-N
DB03898	3-Chloro-4-Hydroxyphenylglycine	FLZDFFKRJPLFGS-ZETCQYMHSA-N
DB03899	9-Butyl-8-(4-Methoxybenzyl)-9h-Purin-6-Amine	NVYATAJRTRFKSW-UHFFFAOYSA-N
DB03900	tert-butanol	DKGAVHZHDRPRBM-UHFFFAOYSA-N
DB03901	5-Oxoprolinal	XBGYMVTXOUKXLG-BYPYZUCNSA-N
DB03902	Oxalic Acid	MUBZPKHOEPUJKR-UHFFFAOYSA-N
DB03903	Tmr	KGFLZYXDJDOIEE-UHFFFAOYSA-N
DB03904	Urea	XSQUKJJJFZCRTK-UHFFFAOYSA-N
DB03905	Succinamide-CoA	WZEXTLJNSXEEHK-ITIYDSSPSA-N
DB03906	2-Phenylheme	RHCCVTLDOSIQDM-NULOGZTHSA-L
DB03907	N-[(E)-3-[(2R,3S,4R,5R)-5-(6-Aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]prop-2-enyl]-2,3-dihydroxy-5-nitrobenzamide	UHHBFOLQOQSPLU-WGRQDFERSA-N
DB03908	N,N-[2,5-O-[Dibenzyl]-glucaryl]-DI-[isoleucyl-amido-methane]	GLKONBHDVMFJNJ-XAOMMOPXSA-N
DB03909	Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate	UFZTZBNSLXELAL-IOSLPCCCSA-N
DB03910	S,S'-(1,3-Phenylene-Bis(1,2-Ethanediyl))Bis-Isothiourea	YEUSLPIIQGZHQB-UHFFFAOYSA-N
DB03911	L-Xylopyranose	SRBFZHDQGSBBOR-CZBDKTQLSA-N
DB03912	D-pantetheine 4'-phosphate	JDMUPRLRUUMCTL-VIFPVBQESA-N
DB03913	Coenzyme F420	GEHSZWRGPHDXJO-NALJQGANSA-N
DB03914	[2-(1-amino-2-hydroxy-propyl)-4-(1H-indol-3-ylmethylene)-5-oxo-4,5-dihydro-imidazol-1-yl]-acetaldehyde	COQNVMWLDCUFMG-HNGJRXCUSA-N
DB03915	2-Amino-3-Ketobutyric Acid	SAUCHDKDCUROAO-VKHMYHEASA-N
